N-mer Name,mb_energy,Num. Rep. (#), N-mer Contribution (kJ/mol),lattice_energy,Calculation Priority (Arb. Units),Avg COM Separation (A),Avg Monomer Separation (A),min_sep,dAPNet2,le_contribution,dAPNet2_le_contribution,mb_energy_norm,dAPNet2_le,le_prev,ccsd(t)_le
2mer-0+266,0.05930984,4,0.11861968,-34.29489958,7.215673e-05,13.022,12.711,12.711,0.0,0.11861968,0.11861968,0.17792952,-33.69548626511231,-34.294899644999965,0.0
2mer-0+340,0.09623919,2,0.09623919,-34.19866039,7.150032e-05,13.454,12.75,12.75,0.0,0.09623919,0.09623919,0.28871757,-33.59924707511231,-34.19866045499997,0.0
2mer-0+250,0.0808031,4,0.1616062,-34.03705419,7.13745e-05,13.587,12.757,12.757,0.0,0.1616062,0.1616062,0.2424093,-33.43764087511231,-34.037054254999966,0.0
2mer-0+321,0.06164944,2,0.06164944,-33.97540475,7.094574e-05,14.229,12.783,12.783,0.0,0.06164944,0.06164944,0.18494832,-33.37599143511231,-33.97540481499997,0.0
2mer-0+251,-0.04282631,4,-0.08565263,-34.06105737,6.998857e-05,13.545,12.841,12.841,0.0,-0.08565262,-0.08565262,-0.12847893,-33.46164405511231,-34.06105743499997,0.0
2mer-0+314,0.08398276,2,0.08398276,-33.97707461,6.902985e-05,14.468,12.9,12.9,0.0,0.08398276,0.08398276,0.25194828,-33.37766129511231,-33.97707467499997,0.0
2mer-0+313,0.04045384,4,0.08090769,-33.89616693,6.885738e-05,13.966,12.911,12.911,0.0,0.08090768,0.08090768,0.12136152,-33.29675361511231,-33.896166994999966,0.0
2mer-0+312,0.02585267,4,0.05170533,-33.8444616,6.885738e-05,13.966,12.911,12.911,0.0,0.05170534,0.05170534,0.07755801000000001,-33.24504827511231,-33.84446165499997,0.0
2mer-0+288,-0.12953673,2,-0.12953673,-33.97399833,6.804239e-05,13.563,12.962,12.962,0.0,-0.12953673,-0.12953673,-0.38861018999999997,-33.37458500511231,-33.973998384999966,0.0
2mer-0+278,0.07016571,2,0.07016571,-33.90383261,6.70397e-05,13.824,13.026,13.026,0.0,0.07016571,0.07016571,0.21049713000000003,-33.30441929511231,-33.90383267499997,0.0
2mer-0+286,-0.02048414,2,-0.02048414,-33.92431676,6.698537e-05,13.823,13.03,13.03,0.0,-0.02048414,-0.02048414,-0.06145242000000001,-33.32490343511231,-33.92431681499997,0.0
2mer-0+284,-0.03217846,4,-0.06435692,-33.98867368,6.553076e-05,14.293,13.126,13.126,0.0,-0.06435692,-0.06435692,-0.09653538,-33.38926035511231,-33.98867373499997,0.0
2mer-0+277,-0.08836141,4,-0.17672282,-34.1653965,6.499672e-05,14.044,13.161,13.161,0.0,-0.17672282,-0.17672282,-0.26508423000000003,-33.565983175112315,-34.16539655499997,0.0
2mer-0+280,-0.00239445,4,-0.00478891,-34.1701854,6.499672e-05,14.044,13.161,13.161,0.0,-0.0047889,-0.0047889,-0.00718335,-33.570772075112316,-34.170185454999974,0.0
2mer-0+353,-0.01859674,1,-0.00929837,-34.17948377,6.443877e-05,14.239,13.199,13.199,0.0,-0.00929837,-0.00929837,-0.05579022,-33.58007044511232,-34.17948382499998,0.0
2mer-0+325,-0.06014977,2,-0.06014977,-34.23963354,6.443877e-05,14.265,13.199,13.199,0.0,-0.06014977,-0.06014977,-0.18044931,-33.64022021511232,-34.23963359499998,0.0
2mer-0+339,-0.05193114,2,-0.05193114,-34.29156468,6.386829e-05,14.044,13.239,13.239,0.0,-0.05193114,-0.05193114,-0.15579342000000002,-33.69215135511232,-34.29156473499998,0.0
2mer-0+349,-0.05389712,1,-0.02694856,-34.31851324,6.386807e-05,14.044,13.239,13.239,0.0,-0.02694856,-0.02694856,-0.16169136,-33.719099915112324,-34.31851329499998,0.0
2mer-0+354,-0.09362556,2,-0.09362556,-34.4121388,6.310477e-05,14.059,13.292,13.292,0.0,-0.09362556,-0.09362556,-0.28087668,-33.81272547511232,-34.41213885499998,0.0
2mer-0+332,0.00428762,4,0.00857524,-34.40356356,6.14934e-05,14.941,13.407,13.407,0.0,0.00857524,0.00857524,0.01286286,-33.804150235112324,-34.40356361499998,0.0
2mer-0+303,-0.02372783,4,-0.04745566,-34.45101922,6.099128e-05,14.082,13.443,13.443,0.0,-0.04745566,-0.04745566,-0.07118348999999999,-33.85160589511232,-34.45101927499998,0.0
2mer-0+317,-0.04460468,2,-0.04460468,-34.4956239,6.002448e-05,14.305,13.515,13.515,0.0,-0.04460468,-0.04460468,-0.13381404,-33.89621057511232,-34.49562395499998,0.0
2mer-0+292,-0.07723877,4,-0.15447754,-34.65010144,5.983227e-05,14.267,13.53,13.53,0.0,-0.15447754,-0.15447754,-0.23171630999999998,-34.05068811511232,-34.65010149499998,0.0
2mer-0+293,-0.00803885,4,-0.01607771,-34.66617914,5.983227e-05,14.267,13.53,13.53,0.0,-0.0160777,-0.0160777,-0.02411655,-34.06676581511232,-34.66617919499998,0.0
2mer-0+299,0.09108205,2,0.09108205,-34.57509709,5.789445e-05,13.902,13.679,13.679,0.0,0.09108205,0.09108205,0.27324614999999997,-33.97568376511232,-34.57509714499998,0.0
2mer-0+308,0.06976579,2,0.06976579,-34.50533131,5.784701e-05,13.901,13.683,13.683,0.0,0.06976579,0.06976579,0.20929736999999998,-33.905917975112324,-34.50533135499998,0.0
2mer-0+356,0.02247815,2,0.02247815,-34.48285316,5.741511e-05,14.542,13.717,13.717,0.0,0.02247815,0.02247815,0.06743444999999999,-33.883439825112326,-34.482853204999984,0.0
2mer-0+328,0.04225219,4,0.08450438,-34.39834879,5.709767e-05,14.082,13.742,13.742,0.0,0.08450438,0.08450438,0.12675657,-33.79893544511233,-34.398348824999985,0.0
2mer-0+347,0.02931251,4,0.05862502,-34.33972377,5.592618e-05,14.478,13.838,13.838,0.0,0.05862502,0.05862502,0.08793753,-33.74031042511233,-34.339723804999984,0.0
2mer-0+346,-0.0596193,4,-0.1192386,-34.45896237,5.592618e-05,14.478,13.838,13.838,0.0,-0.1192386,-0.1192386,-0.17885790000000001,-33.85954902511233,-34.45896240499999,0.0
2mer-0+348,-0.05725294,2,-0.05725294,-34.51621531,5.572401e-05,14.315,13.854,13.854,0.0,-0.05725294,-0.05725294,-0.17175882,-33.91680196511233,-34.516215344999985,0.0
2mer-0+428,0.03306861,1,0.0165343,-34.49968101,5.461682e-05,14.537,13.947,13.947,0.0,0.016534305,0.016534305,0.09920583,-33.90026766011233,-34.499681039999984,0.0
2mer-0+335,-0.06171615,2,-0.06171615,-34.56139716,5.457353e-05,14.538,13.951,13.951,0.0,-0.06171615,-0.06171615,-0.18514845,-33.96198381011233,-34.56139718999999,0.0
2mer-0+410,0.03375,1,0.016875,-34.54452216,5.415143e-05,14.752,13.987,13.987,0.0,0.016875,0.016875,0.10125,-33.94510881011233,-34.54452218999999,0.0
2mer-0+373,-0.08392365,2,-0.08392365,-34.62844581,5.41511e-05,14.752,13.987,13.987,0.0,-0.08392365,-0.08392365,-0.25177095,-34.02903246011233,-34.62844583999999,0.0
2mer-0+338,0.01562216,2,0.01562216,-34.61282365,5.402133e-05,14.098,13.998,13.998,0.0,0.01562216,0.01562216,0.04686648,-34.013410300112334,-34.61282367999999,0.0
2mer-0+390,0.00753525,4,0.01507051,-34.59775314,5.278555e-05,15.154,14.107,14.107,0.0,0.0150705,0.0150705,0.02260575,-33.99833980011233,-34.59775317999999,0.0
2mer-0+368,-0.07179871,4,-0.14359741,-34.74135056,5.266387e-05,14.989,14.118,14.118,0.0,-0.14359742,-0.14359742,-0.21539613000000002,-34.14193722011233,-34.74135059999999,0.0
2mer-0+359,-0.02441451,4,-0.04882901,-34.79017957,5.214659e-05,14.541,14.164,14.164,0.0,-0.04882902,-0.04882902,-0.07324353,-34.19076624011233,-34.79017961999999,0.0
2mer-0+418,-0.02814808,2,-0.02814808,-34.81832764,5.200831e-05,14.962,14.177,14.177,0.0,-0.02814808,-0.02814808,-0.08444424,-34.21891432011233,-34.81832769999999,0.0
2mer-0+363,0.02621911,2,0.02621911,-34.79210854,5.196088e-05,14.986,14.181,14.181,0.0,0.02621911,0.02621911,0.07865733,-34.19269521011233,-34.79210858999999,0.0
2mer-0+371,0.03869415,4,0.0773883,-34.71472024,5.195286e-05,15.415,14.182,14.182,0.0,0.0773883,0.0773883,0.11608244999999999,-34.11530691011233,-34.71472028999999,0.0
2mer-0+350,0.06135343,2,0.06135343,-34.65336681,5.12754e-05,14.38,14.244,14.244,0.0,0.06135343,0.06135343,0.18406029000000002,-34.053953480112334,-34.65336685999999,0.0
2mer-0+369,-0.00992081,4,-0.01984163,-34.67320844,5.109369e-05,14.989,14.261,14.261,0.0,-0.01984162,-0.01984162,-0.02976243,-34.073795100112335,-34.67320847999999,0.0
2mer-0+379,-0.01274187,1,-0.00637093,-34.67957937,5.078541e-05,14.34,14.29,14.29,0.0,-0.006370935,-0.006370935,-0.03822561,-34.080166035112335,-34.67957941499999,0.0
2mer-0+391,-0.02588531,2,-0.02588531,-34.70546468,5.016052e-05,15.01,14.349,14.349,0.0,-0.02588531,-0.02588531,-0.07765593000000001,-34.106051345112334,-34.70546472499999,0.0
2mer-0+461,0.04856129,2,0.04856129,-34.65690339,4.958704e-05,15.152,14.404,14.404,0.0,0.04856129,0.04856129,0.14568387,-34.05749005511233,-34.65690343499999,0.0
2mer-0+362,0.02241759,4,0.04483518,-34.61206821,4.936008e-05,15.64,14.426,14.426,0.0,0.04483518,0.04483518,0.06725277,-34.01265487511233,-34.61206825499999,0.0
2mer-0+380,0.04023691,2,0.04023691,-34.57183129,4.91939e-05,15.223,14.442,14.442,0.0,0.04023691,0.04023691,0.12071073,-33.972417965112335,-34.57183134499999,0.0
2mer-0+421,0.00552391,2,0.00552391,-34.56630739,4.893646e-05,14.72,14.467,14.467,0.0,0.00552391,0.00552391,0.01657173,-33.966894055112334,-34.56630743499999,0.0
2mer-0+376,-0.01810174,2,-0.01810174,-34.58440913,4.832727e-05,15.441,14.528,14.528,0.0,-0.01810174,-0.01810174,-0.05430522,-33.98499579511233,-34.58440917499999,0.0
2mer-0+393,0.0819811,2,0.0819811,-34.50242803,4.818269e-05,14.617,14.542,14.542,0.0,0.0819811,0.0819811,0.2459433,-33.90301469511233,-34.50242807499999,0.0
2mer-0+443,-0.03577938,2,-0.03577938,-34.53820741,4.759658e-05,15.393,14.602,14.602,0.0,-0.03577938,-0.03577938,-0.10733814,-33.938794075112334,-34.53820745499999,0.0
2mer-0+422,0.0144585,2,0.0144585,-34.52374891,4.758987e-05,15.427,14.603,14.603,0.0,0.0144585,0.0144585,0.043375500000000004,-33.92433557511233,-34.52374895499999,0.0
2mer-0+397,-0.07035972,4,-0.14071944,-34.66446835,4.700746e-05,15.415,14.663,14.663,0.0,-0.14071944,-0.14071944,-0.21107916,-34.06505501511233,-34.664468394999986,0.0
2mer-0+451,0.0321529,2,0.0321529,-34.63231545,4.69876e-05,15.81,14.665,14.665,0.0,0.0321529,0.0321529,0.0964587,-34.03290211511233,-34.632315494999986,0.0
2mer-0+456,0.03810284,2,0.03810284,-34.59421261,4.676079e-05,15.667,14.688,14.688,0.0,0.03810284,0.03810284,0.11430852,-33.99479927511233,-34.594212654999986,0.0
2mer-0+430,0.01728741,2,0.01728741,-34.5769252,4.675385e-05,15.621,14.689,14.689,0.0,0.01728741,0.01728741,0.051862229999999995,-33.97751186511233,-34.576925244999984,0.0
2mer-0+434,-0.03819329,2,-0.03819329,-34.61511849,4.667044e-05,15.463,14.698,14.698,0.0,-0.03819329,-0.03819329,-0.11457987,-34.01570515511233,-34.615118534999986,0.0
2mer-0+495,0.03130806,2,0.03130806,-34.58381043,4.587358e-05,16.02,14.782,14.782,0.0,0.03130806,0.03130806,0.09392418,-33.98439709511233,-34.583810474999986,0.0
2mer-0+515,0.06612372,1,0.03306186,-34.55074857,4.571486e-05,15.791,14.8,14.8,0.0,0.03306186,0.03306186,0.19837116,-33.95133523511233,-34.55074861499999,0.0
2mer-0+447,0.00785141,2,0.00785141,-34.54289716,4.571486e-05,15.837,14.8,14.8,0.0,0.00785141,0.00785141,0.02355423,-33.94348382511233,-34.54289720499999,0.0
2mer-0+472,-0.0124716,4,-0.0249432,-34.56784036,4.56151e-05,15.789,14.81,14.81,0.0,-0.0249432,-0.0249432,-0.0374148,-33.968427025112334,-34.56784040499999,0.0
2mer-0+398,0.02818635,4,0.05637269,-34.51146767,4.529249e-05,15.415,14.845,14.845,0.0,0.0563727,0.0563727,0.08455905,-33.91205432511234,-34.511467704999994,0.0
2mer-0+424,0.04117579,4,0.08235158,-34.42911609,4.526057e-05,16.236,14.849,14.849,0.0,0.08235158,0.08235158,0.12352737,-33.829702745112336,-34.42911612499999,0.0
2mer-0+423,0.02664714,4,0.05329429,-34.3758218,4.526057e-05,16.236,14.849,14.849,0.0,0.05329428,0.05329428,0.07994142,-33.77640846511233,-34.37582184499999,0.0
2mer-0+396,0.04911667,2,0.04911667,-34.32670513,4.496458e-05,15.293,14.881,14.881,0.0,0.04911667,0.04911667,0.14735001,-33.727291795112336,-34.326705174999994,0.0
2mer-0+435,0.02990802,4,0.05981605,-34.26688908,4.480749e-05,16.223,14.899,14.899,0.0,0.05981604,0.05981604,0.08972406,-33.667475755112335,-34.26688913499999,0.0
2mer-0+408,-0.00726374,4,-0.01452747,-34.28141655,4.478898e-05,16.257,14.901,14.901,0.0,-0.01452748,-0.01452748,-0.02179122,-33.68200323511233,-34.28141661499999,0.0
2mer-0+506,0.03773266,2,0.03773266,-34.2436839,4.475443e-05,15.644,14.905,14.905,0.0,0.03773266,0.03773266,0.11319798,-33.64427057511233,-34.24368395499999,0.0
2mer-0+413,-0.04330657,2,-0.04330657,-34.28699047,4.472951e-05,15.633,14.907,14.907,0.0,-0.04330657,-0.04330657,-0.12991971000000002,-33.68757714511233,-34.286990524999986,0.0
2mer-0+454,0.04492068,2,0.04492068,-34.24206979,4.464969e-05,15.878,14.916,14.916,0.0,0.04492068,0.04492068,0.13476204,-33.64265646511233,-34.24206984499999,0.0
2mer-0+476,-0.04619868,4,-0.09239736,-34.33446715,4.442443e-05,15.374,14.941,14.941,0.0,-0.09239736,-0.09239736,-0.13859604,-33.73505382511233,-34.33446720499999,0.0
2mer-0+457,-0.05573193,4,-0.11146386,-34.44593102,4.441824e-05,15.409,14.942,14.942,0.0,-0.11146386,-0.11146386,-0.16719579,-33.84651768511233,-34.44593106499999,0.0
2mer-0+525,-0.0972323,1,-0.04861615,-34.49454717,4.424896e-05,15.441,14.961,14.961,0.0,-0.04861615,-0.04861615,-0.2916969,-33.89513383511233,-34.49454721499999,0.0
2mer-0+465,-0.00270306,2,-0.00270306,-34.49725023,4.4038e-05,16.258,14.985,14.985,0.0,-0.00270306,-0.00270306,-0.00810918,-33.897836895112334,-34.49725027499999,0.0
2mer-0+536,0.06466268,1,0.03233134,-34.46491889,4.4038e-05,16.214,14.985,14.985,0.0,0.03233134,0.03233134,0.19398804,-33.865505555112335,-34.46491893499999,0.0
2mer-0+483,0.04065411,2,0.04065411,-34.42426478,4.358534e-05,16.645,15.037,15.037,0.0,0.04065411,0.04065411,0.12196233000000001,-33.82485144511234,-34.424264824999995,0.0
2mer-0+459,-0.02820816,4,-0.05641631,-34.48068109,4.289868e-05,15.869,15.117,15.117,0.0,-0.05641632,-0.05641632,-0.08462448,-33.881267765112334,-34.48068114499999,0.0
2mer-0+425,0.01571551,2,0.01571551,-34.46496558,4.285315e-05,15.69,15.122,15.122,0.0,0.01571551,0.01571551,0.04714652999999999,-33.865552255112334,-34.46496563499999,0.0
2mer-0+516,-0.01325679,2,-0.01325679,-34.47822237,4.279382e-05,15.848,15.129,15.129,0.0,-0.01325679,-0.01325679,-0.03977037,-33.878809045112334,-34.47822242499999,0.0
2mer-0+450,-0.01501326,2,-0.01501326,-34.49323563,4.277684e-05,15.916,15.131,15.131,0.0,-0.01501326,-0.01501326,-0.04503978,-33.89382230511234,-34.493235684999995,0.0
2mer-0+412,-0.02749308,2,-0.02749308,-34.52072871,4.275275e-05,15.883,15.134,15.134,0.0,-0.02749308,-0.02749308,-0.08247924,-33.92131538511234,-34.520728764999994,0.0
2mer-0+467,-0.04402959,2,-0.04402959,-34.5647583,4.271426e-05,15.679,15.138,15.138,0.0,-0.04402959,-0.04402959,-0.13208877,-33.96534497511234,-34.564758354999995,0.0
2mer-0+441,0.03879295,2,0.03879295,-34.52596535,4.26546e-05,16.088,15.145,15.145,0.0,0.03879295,0.03879295,0.11637885,-33.926552025112336,-34.525965404999994,0.0
2mer-0+464,-0.02007163,4,-0.04014327,-34.56610862,4.256312e-05,15.409,15.156,15.156,0.0,-0.04014326,-0.04014326,-0.06021489,-33.96669528511234,-34.566108664999994,0.0
2mer-0+458,0.01973669,2,0.01973669,-34.54637193,4.231749e-05,15.249,15.185,15.185,0.0,0.01973669,0.01973669,0.059210070000000004,-33.946958595112335,-34.54637197499999,0.0
2mer-0+466,-0.04941251,2,-0.04941251,-34.59578444,4.181565e-05,15.64,15.246,15.246,0.0,-0.04941251,-0.04941251,-0.14823753,-33.99637110511234,-34.595784484999996,0.0
2mer-0+494,-0.04789184,2,-0.04789184,-34.64367628,4.16147e-05,15.856,15.27,15.27,0.0,-0.04789184,-0.04789184,-0.14367552,-34.04426294511234,-34.643676324999994,0.0
2mer-0+489,0.03260185,1,0.01630092,-34.62737536,4.160551e-05,15.856,15.272,15.272,0.0,0.016300925,0.016300925,0.09780555,-34.027962020112334,-34.62737539999999,0.0
2mer-0+460,0.04452842,4,0.08905685,-34.53831851,4.068752e-05,15.869,15.386,15.386,0.0,0.08905684,0.08905684,0.13358525999999998,-33.938905180112336,-34.53831855999999,0.0
2mer-0+437,0.00678842,2,0.00678842,-34.53153009,4.051389e-05,15.927,15.408,15.408,0.0,0.00678842,0.00678842,0.02036526,-33.932116760112336,-34.531530139999994,0.0
2mer-0+500,0.03089818,2,0.03089818,-34.50063191,3.931025e-05,15.946,15.563,15.563,0.0,0.03089818,0.03089818,0.09269454,-33.901218580112335,-34.50063195999999,0.0
2mer-0+523,0.02450705,2,0.02450705,-34.47612486,3.913624e-05,16.872,15.586,15.586,0.0,0.02450705,0.02450705,0.07352115,-33.87671153011234,-34.476124909999996,0.0
2mer-0+485,0.02695092,2,0.02695092,-34.44917393,3.912147e-05,16.883,15.588,15.588,0.0,0.02695092,0.02695092,0.08085276,-33.84976061011234,-34.44917399,0.0
2mer-0+554,0.03852988,2,0.03852988,-34.41064405,3.868109e-05,16.467,15.647,15.647,0.0,0.03852988,0.03852988,0.11558964000000001,-33.81123073011234,-34.41064411,0.0
2mer-0+510,0.01431227,2,0.01431227,-34.39633178,3.867165e-05,16.543,15.648,15.648,0.0,0.01431227,0.01431227,0.04293681,-33.796918460112344,-34.39633184,0.0
2mer-0+463,-0.04747687,2,-0.04747687,-34.44380865,3.841358e-05,16.501,15.683,15.683,0.0,-0.04747687,-0.04747687,-0.14243060999999999,-33.84439533011234,-34.44380871,0.0
2mer-0+529,0.0671196,1,0.0335598,-34.41024885,3.785758e-05,15.972,15.76,15.76,0.0,0.0335598,0.0335598,0.2013588,-33.81083553011234,-34.41024891,0.0
2mer-0+530,-0.02344311,2,-0.02344311,-34.43369196,3.766715e-05,16.486,15.786,15.786,0.0,-0.02344311,-0.02344311,-0.07032933,-33.834278640112345,-34.43369202,0.0
2mer-0+484,0.03327409,2,0.03327409,-34.40041786,3.731661e-05,16.155,15.836,15.836,0.0,0.03327409,0.03327409,0.09982226999999999,-33.801004550112346,-34.40041793,0.0
2mer-0+486,-0.00294869,2,-0.00294869,-34.40336656,3.722396e-05,16.347,15.849,15.849,0.0,-0.00294869,-0.00294869,-0.00884607,-33.80395324011234,-34.40336662,0.0
2mer-0+610,0.0145013,2,0.0145013,-34.38886526,3.721243e-05,16.478,15.85,15.85,0.0,0.0145013,0.0145013,0.0435039,-33.78945194011234,-34.38886532,0.0
2mer-0+580,0.01955605,2,0.01955605,-34.36930921,3.719533e-05,16.873,15.853,15.853,0.0,0.01955605,0.01955605,0.058668149999999995,-33.769895890112345,-34.36930927,0.0
2mer-0+501,0.03914422,2,0.03914422,-34.33016499,3.718987e-05,16.554,15.854,15.854,0.0,0.03914422,0.03914422,0.11743266,-33.73075167011235,-34.330165050000005,0.0
2mer-0+481,-0.01273094,2,-0.01273094,-34.34289593,3.715464e-05,16.906,15.859,15.859,0.0,-0.01273094,-0.01273094,-0.03819282,-33.743482610112345,-34.34289599,0.0
2mer-0+548,-0.00517107,2,-0.00517107,-34.348067,3.708567e-05,16.709,15.868,15.868,0.0,-0.00517107,-0.00517107,-0.01551321,-33.74865368011235,-34.348067060000005,0.0
2mer-0+594,-0.00067486,2,-0.00067486,-34.34874186,3.661403e-05,16.664,15.936,15.936,0.0,-0.00067486,-0.00067486,-0.0020245799999999998,-33.749328540112344,-34.34874192,0.0
2mer-0+533,-0.00175885,2,-0.00175885,-34.35050071,3.660094e-05,16.729,15.938,15.938,0.0,-0.00175885,-0.00175885,-0.00527655,-33.751087390112346,-34.350500770000004,0.0
2mer-0+527,-0.04691441,2,-0.04691441,-34.39741512,3.625536e-05,16.522,15.989,15.989,0.0,-0.04691441,-0.04691441,-0.14074323,-33.798001800112345,-34.39741518,0.0
2mer-0+602,0.00787532,2,0.00787532,-34.3895398,3.60727e-05,16.844,16.016,16.016,0.0,0.00787532,0.00787532,0.02362596,-33.79012648011235,-34.389539860000006,0.0
2mer-0+540,-0.01723823,2,-0.01723823,-34.40677804,3.605994e-05,16.908,16.017,16.017,0.0,-0.01723823,-0.01723823,-0.05171469,-33.807364710112346,-34.40677809,0.0
2mer-0+583,-0.01556211,2,-0.01556211,-34.42234015,3.602395e-05,17.062,16.023,16.023,0.0,-0.01556211,-0.01556211,-0.04668633,-33.82292682011234,-34.4223402,0.0
2mer-0+542,-0.03437485,2,-0.03437485,-34.456715,3.600989e-05,16.697,16.025,16.025,0.0,-0.03437485,-0.03437485,-0.10312455,-33.85730167011234,-34.45671505,0.0
2mer-0+551,-0.01643314,4,-0.03286628,-34.48958127,3.584227e-05,16.668,16.05,16.05,0.0,-0.03286628,-0.03286628,-0.04929942,-33.89016795011234,-34.48958133,0.0
2mer-0+553,-0.01971651,2,-0.01971651,-34.50929778,3.562089e-05,16.948,16.083,16.083,0.0,-0.01971651,-0.01971651,-0.05914953,-33.909884460112345,-34.50929784,0.0
2mer-0+503,0.05741309,4,0.11482618,-34.39447159,3.547158e-05,16.356,16.106,16.106,0.0,0.11482618,0.11482618,0.17223927,-33.79505828011234,-34.39447166,0.0
2mer-0+601,-0.0278581,1,-0.01392905,-34.40840064,3.542806e-05,16.486,16.112,16.112,0.0,-0.01392905,-0.01392905,-0.0835743,-33.808987330112345,-34.40840071,0.0
2mer-0+593,-0.06075096,2,-0.06075096,-34.4691516,3.522896e-05,16.914,16.142,16.142,0.0,-0.06075096,-0.06075096,-0.18225288,-33.869738290112345,-34.46915167,0.0
2mer-0+552,0.02814513,4,0.05629027,-34.41286133,3.52262e-05,16.668,16.143,16.143,0.0,0.05629026,0.05629026,0.08443539,-33.81344803011235,-34.412861410000005,0.0
2mer-0+531,-0.00506948,4,-0.01013897,-34.4230003,3.48872e-05,17.285,16.195,16.195,0.0,-0.01013896,-0.01013896,-0.01520844,-33.82358699011235,-34.423000370000004,0.0
2mer-0+532,0.03196883,4,0.06393765,-34.35906265,3.48872e-05,17.285,16.195,16.195,0.0,0.06393766,0.06393766,0.09590648999999998,-33.759649330112346,-34.35906271,0.0
2mer-0+623,0.01152203,2,0.01152203,-34.34754061,3.46988e-05,17.082,16.224,16.224,0.0,0.01152203,0.01152203,0.03456609,-33.748127300112344,-34.34754068,0.0
2mer-0+556,0.01077952,2,0.01077952,-34.3367611,3.468684e-05,17.145,16.226,16.226,0.0,0.01077952,0.01077952,0.03233856,-33.737347780112344,-34.33676116,0.0
2mer-0+603,-0.05067185,2,-0.05067185,-34.38743295,3.454667e-05,16.668,16.248,16.248,0.0,-0.05067185,-0.05067185,-0.15201555,-33.788019630112345,-34.38743301,0.0
2mer-0+526,0.04668423,4,0.09336846,-34.29406449,3.436069e-05,16.359,16.277,16.277,0.0,0.09336846,0.09336846,0.14005269,-33.694651170112344,-34.29406455,0.0
2mer-0+659,-0.01891383,2,-0.01891383,-34.31297832,3.434629e-05,16.884,16.28,16.28,0.0,-0.01891383,-0.01891383,-0.05674149,-33.71356500011235,-34.312978380000004,0.0
2mer-0+668,0.02036745,2,0.02036745,-34.29261087,3.432902e-05,17.055,16.282,16.282,0.0,0.02036745,0.02036745,0.06110235,-33.693197550112345,-34.29261093,0.0
2mer-0+544,0.02050963,2,0.02050963,-34.27210124,3.432655e-05,16.959,16.283,16.283,0.0,0.02050963,0.02050963,0.06152889,-33.672687920112345,-34.2721013,0.0
2mer-0+543,-0.01234826,2,-0.01234826,-34.28444949,3.430725e-05,16.927,16.286,16.286,0.0,-0.01234826,-0.01234826,-0.03704478,-33.68503618011235,-34.284449560000006,0.0
2mer-0+528,0.01809833,2,0.01809833,-34.26635116,3.429862e-05,17.118,16.287,16.287,0.0,0.01809833,0.01809833,0.05429499,-33.66693785011235,-34.266351230000005,0.0
2mer-0+570,0.06547883,1,0.03273941,-34.23361175,3.420152e-05,16.391,16.302,16.302,0.0,0.032739415,0.032739415,0.19643649000000002,-33.634198435112346,-34.233611815,0.0
2mer-0+653,-0.06037548,2,-0.06037548,-34.29398723,3.396965e-05,16.893,16.339,16.339,0.0,-0.06037548,-0.06037548,-0.18112644,-33.69457391511234,-34.293987295,0.0
2mer-0+596,0.00518058,2,0.00518058,-34.28880665,3.38649e-05,17.093,16.356,16.356,0.0,0.00518058,0.00518058,0.015541739999999998,-33.68939333511234,-34.288806715,0.0
2mer-0+607,0.00223716,2,0.00223716,-34.28656949,3.378563e-05,17.296,16.369,16.369,0.0,0.00223716,0.00223716,0.006711480000000001,-33.68715617511234,-34.286569555,0.0
2mer-0+565,0.0066653,2,0.0066653,-34.27990419,3.341288e-05,16.972,16.43,16.43,0.0,0.0066653,0.0066653,0.0199959,-33.68049087511234,-34.279904255,0.0
2mer-0+675,0.00734359,2,0.00734359,-34.2725606,3.323586e-05,17.01,16.459,16.459,0.0,0.00734359,0.00734359,0.022030769999999998,-33.67314728511234,-34.272560665,0.0
2mer-0+563,0.02599798,4,0.05199596,-34.22056464,3.320074e-05,17.116,16.465,16.465,0.0,0.05199596,0.05199596,0.07799394,-33.62115132511234,-34.220564705,0.0
2mer-0+568,0.02628579,2,0.02628579,-34.19427885,3.284825e-05,16.936,16.523,16.523,0.0,0.02628579,0.02628579,0.07885737,-33.59486553511234,-34.194278915,0.0
2mer-0+569,0.02792162,2,0.02792162,-34.16635724,3.283722e-05,16.925,16.525,16.525,0.0,0.02792162,0.02792162,0.08376486,-33.56694391511234,-34.166357295,0.0
2mer-0+571,-0.04971197,2,-0.04971197,-34.21606921,3.274168e-05,17.114,16.541,16.541,0.0,-0.04971197,-0.04971197,-0.14913591,-33.61665588511234,-34.216069264999994,0.0
2mer-0+560,0.01148136,4,0.02296272,-34.19310648,3.265057e-05,17.457,16.557,16.557,0.0,0.02296272,0.02296272,0.03444408,-33.593693165112334,-34.19310654499999,0.0
2mer-0+559,-0.01125541,4,-0.02251083,-34.21561731,3.265057e-05,17.457,16.557,16.557,0.0,-0.02251082,-0.02251082,-0.03376623,-33.616203985112335,-34.21561736499999,0.0
2mer-0+608,-0.04519573,4,-0.09039146,-34.30600877,3.257949e-05,17.248,16.569,16.569,0.0,-0.09039146,-0.09039146,-0.13558719000000002,-33.706595445112335,-34.30600882499999,0.0
2mer-0+611,-0.01116488,4,-0.02232976,-34.32833854,3.257949e-05,17.248,16.569,16.569,0.0,-0.02232976,-0.02232976,-0.03349464,-33.72892520511233,-34.32833858499999,0.0
